starttimes,endtimes
2017-06-28T21:04:20Z,2017-06-28T21:05:50Z
2017-06-29T00:22:00Z,2017-06-29T00:23:20Z
2017-06-29T03:17:30Z,2017-06-29T03:18:20Z
2017-06-29T08:28:40Z,2017-06-29T08:29:40Z
2017-06-29T11:01:10Z,2017-06-29T11:02:10Z
2017-06-30T00:40:40Z,2017-06-30T00:41:30Z
2017-06-30T02:21:30Z,2017-06-30T02:23:00Z
2017-06-30T17:14:40Z,2017-06-30T17:16:10Z
2017-07-02T00:27:00Z,2017-07-02T00:28:20Z
2017-07-02T00:30:30Z,2017-07-02T00:31:50Z
2017-07-02T02:51:10Z,2017-07-02T02:52:00Z
2017-07-02T04:12:50Z,2017-07-02T04:14:10Z
2017-07-02T04:50:40Z,2017-07-02T04:52:00Z
2017-07-02T05:25:20Z,2017-07-02T05:26:40Z
2017-07-02T06:22:40Z,2017-07-02T06:23:30Z
2017-07-02T06:30:30Z,2017-07-02T06:31:50Z
2017-07-02T09:12:00Z,2017-07-02T09:13:30Z
2017-07-02T10:10:50Z,2017-07-02T10:12:20Z
2017-07-02T10:14:40Z,2017-07-02T10:16:20Z
2017-07-02T10:54:00Z,2017-07-02T10:55:50Z
2017-07-02T12:46:20Z,2017-07-02T12:47:30Z
2017-07-02T13:36:20Z,2017-07-02T13:37:30Z
2017-07-02T15:39:50Z,2017-07-02T15:41:20Z
2017-07-02T21:05:30Z,2017-07-02T21:06:40Z
2017-07-02T21:29:10Z,2017-07-02T21:30:50Z
2017-07-03T00:14:10Z,2017-07-03T00:15:30Z
2017-07-03T09:17:50Z,2017-07-03T09:18:40Z
2017-07-03T14:22:30Z,2017-07-03T14:23:50Z
2017-07-03T15:35:20Z,2017-07-03T15:36:40Z
2017-07-03T16:48:30Z,2017-07-03T16:49:20Z
2017-07-03T18:15:40Z,2017-07-03T18:17:10Z
2017-07-04T01:42:10Z,2017-07-04T01:43:30Z
2017-07-04T19:51:00Z,2017-07-04T19:51:50Z
2017-07-05T07:54:40Z,2017-07-05T07:55:50Z
2017-07-05T09:46:50Z,2017-07-05T09:48:20Z
2017-07-06T09:37:10Z,2017-07-06T09:38:30Z
2017-07-06T16:44:40Z,2017-07-06T16:45:30Z
2017-07-06T16:53:10Z,2017-07-06T16:54:30Z
2017-07-06T16:59:30Z,2017-07-06T17:00:20Z
2017-07-07T23:31:30Z,2017-07-07T23:33:00Z
2017-07-08T00:18:00Z,2017-07-08T00:19:00Z
2017-07-08T00:18:40Z,2017-07-08T00:19:50Z
2017-07-08T00:37:40Z,2017-07-08T00:39:20Z
2017-07-08T00:40:30Z,2017-07-08T00:42:10Z
2017-07-08T03:43:10Z,2017-07-08T03:44:10Z
2017-07-08T03:49:00Z,2017-07-08T03:49:50Z
2017-07-08T05:15:00Z,2017-07-08T05:16:20Z
2017-07-08T08:20:00Z,2017-07-08T08:21:00Z
2017-07-08T08:20:30Z,2017-07-08T08:21:30Z
2017-07-08T08:21:30Z,2017-07-08T08:22:50Z
2017-07-08T09:24:40Z,2017-07-08T09:26:00Z
2017-07-08T10:38:50Z,2017-07-08T10:39:40Z
2017-07-08T13:28:20Z,2017-07-08T13:29:40Z
2017-07-08T15:58:50Z,2017-07-08T15:59:40Z
2017-07-08T17:21:50Z,2017-07-08T17:23:10Z
2017-07-08T18:33:40Z,2017-07-08T18:34:40Z
2017-07-08T18:43:00Z,2017-07-08T18:44:30Z
2017-07-08T20:21:40Z,2017-07-08T20:22:40Z
2017-07-09T00:48:30Z,2017-07-09T00:50:00Z
2017-07-09T08:00:50Z,2017-07-09T08:02:20Z
2017-07-09T08:09:10Z,2017-07-09T08:10:40Z
2017-07-09T08:14:20Z,2017-07-09T08:15:20Z
2017-07-09T08:39:20Z,2017-07-09T08:40:40Z
2017-07-09T09:03:00Z,2017-07-09T09:04:10Z
2017-07-09T09:48:10Z,2017-07-09T09:49:00Z
2017-07-09T14:13:40Z,2017-07-09T14:14:30Z
2017-07-10T02:19:50Z,2017-07-10T02:21:20Z
2017-07-10T03:17:50Z,2017-07-10T03:19:10Z
2017-07-10T03:19:10Z,2017-07-10T03:20:00Z
2017-07-10T04:17:40Z,2017-07-10T04:18:30Z
2017-07-10T10:21:40Z,2017-07-10T10:23:00Z
2017-07-10T15:03:50Z,2017-07-10T15:05:20Z
2017-07-10T16:59:10Z,2017-07-10T17:00:10Z
2017-07-10T17:27:40Z,2017-07-10T17:28:40Z
2017-07-10T17:30:00Z,2017-07-10T17:31:00Z
2017-07-10T17:31:00Z,2017-07-10T17:31:50Z
2017-07-10T17:32:20Z,2017-07-10T17:33:30Z
2017-07-10T17:33:20Z,2017-07-10T17:34:40Z
2017-07-10T17:38:20Z,2017-07-10T17:39:40Z
2017-07-10T17:41:20Z,2017-07-10T17:42:30Z
2017-07-10T17:56:50Z,2017-07-10T17:58:00Z
2017-07-10T18:01:40Z,2017-07-10T18:02:40Z
2017-07-10T18:06:50Z,2017-07-10T18:08:10Z
2017-07-10T18:09:40Z,2017-07-10T18:10:50Z
2017-07-10T18:11:30Z,2017-07-10T18:13:00Z
2017-07-10T18:15:40Z,2017-07-10T18:17:00Z
2017-07-10T18:17:20Z,2017-07-10T18:18:50Z
2017-07-10T18:20:50Z,2017-07-10T18:21:40Z
2017-07-10T18:44:20Z,2017-07-10T18:45:30Z
2017-07-10T18:45:00Z,2017-07-10T18:46:20Z
2017-07-10T20:11:40Z,2017-07-10T20:13:30Z
2017-07-10T20:21:30Z,2017-07-10T20:22:50Z
2017-07-10T20:24:40Z,2017-07-10T20:26:50Z
2017-07-10T20:26:30Z,2017-07-10T20:27:30Z
2017-07-10T20:33:40Z,2017-07-10T20:35:10Z
2017-07-10T20:41:10Z,2017-07-10T20:42:30Z
2017-07-10T22:13:10Z,2017-07-10T22:14:20Z
2017-07-11T03:51:50Z,2017-07-11T03:52:40Z
2017-07-11T05:47:30Z,2017-07-11T05:48:50Z
2017-07-12T06:57:30Z,2017-07-12T06:58:20Z
2017-07-12T11:02:00Z,2017-07-12T11:03:00Z
2017-07-12T11:02:30Z,2017-07-12T11:03:20Z
2017-07-13T11:29:10Z,2017-07-13T11:30:10Z
2017-07-13T11:29:40Z,2017-07-13T11:30:40Z
2017-07-13T20:09:20Z,2017-07-13T20:10:40Z
2017-07-13T20:16:20Z,2017-07-13T20:17:40Z
2017-07-13T20:17:30Z,2017-07-13T20:18:50Z
2017-07-13T20:19:10Z,2017-07-13T20:20:00Z
2017-07-13T21:20:40Z,2017-07-13T21:21:30Z
2017-07-13T23:19:00Z,2017-07-13T23:20:50Z
2017-07-14T00:10:10Z,2017-07-14T00:11:00Z
2017-07-14T01:15:50Z,2017-07-14T01:16:40Z
2017-07-14T06:07:00Z,2017-07-14T06:08:20Z
2017-07-14T07:40:50Z,2017-07-14T07:42:00Z
2017-07-14T12:29:30Z,2017-07-14T12:30:50Z
2017-07-14T13:43:40Z,2017-07-14T13:44:30Z
2017-07-14T22:00:00Z,2017-07-14T22:01:00Z
2017-07-15T09:55:00Z,2017-07-15T09:56:00Z
2017-07-15T10:33:30Z,2017-07-15T10:34:30Z
2017-07-15T15:28:50Z,2017-07-15T15:29:40Z
2017-07-15T20:03:20Z,2017-07-15T20:05:30Z
2017-07-15T20:50:50Z,2017-07-15T20:51:40Z
2017-07-15T20:55:30Z,2017-07-15T20:56:50Z
2017-07-16T02:55:10Z,2017-07-16T02:56:00Z
2017-07-17T18:53:00Z,2017-07-17T18:53:50Z
2017-07-18T09:16:52Z,2017-07-18T09:17:42Z
2017-07-18T09:17:22Z,2017-07-18T09:18:12Z
2017-07-18T10:27:12Z,2017-07-18T10:28:32Z
2017-07-18T11:09:32Z,2017-07-18T11:10:22Z
2017-07-18T13:57:02Z,2017-07-18T13:57:52Z
2017-07-18T15:40:22Z,2017-07-18T15:41:22Z
2017-07-18T15:53:12Z,2017-07-18T15:54:12Z
2017-07-18T16:14:02Z,2017-07-18T16:15:12Z
2017-07-18T17:00:52Z,2017-07-18T17:01:42Z
2017-07-18T17:01:12Z,2017-07-18T17:02:12Z
2017-07-18T18:20:32Z,2017-07-18T18:21:52Z
2017-07-18T18:32:52Z,2017-07-18T18:34:12Z
2017-07-18T18:37:22Z,2017-07-18T18:38:12Z
2017-07-18T18:48:02Z,2017-07-18T18:49:22Z
2017-07-19T02:55:00Z,2017-07-19T02:56:16Z
2017-07-19T03:54:17Z,2017-07-19T03:55:15Z
2017-07-19T08:46:40Z,2017-07-19T08:47:50Z
2017-07-19T11:05:30Z,2017-07-19T11:06:20Z
2017-07-19T14:13:50Z,2017-07-19T14:15:20Z
2017-07-19T14:18:40Z,2017-07-19T14:20:00Z
2017-07-19T14:21:00Z,2017-07-19T14:22:20Z
2017-07-19T14:26:30Z,2017-07-19T14:27:40Z
2017-07-19T14:38:30Z,2017-07-19T14:39:40Z
2017-07-19T14:41:30Z,2017-07-19T14:43:00Z
2017-07-19T14:43:30Z,2017-07-19T14:45:00Z
2017-07-19T14:47:50Z,2017-07-19T14:48:50Z
2017-07-19T14:51:07Z,2017-07-19T14:52:10Z
2017-07-19T15:47:10Z,2017-07-19T15:48:20Z
2017-07-19T18:06:39Z,2017-07-19T18:07:39Z
2017-07-19T19:15:28Z,2017-07-19T19:18:12Z
2017-07-19T20:08:54Z,2017-07-19T20:10:11Z
2017-07-19T20:28:13Z,2017-07-19T20:29:58Z
2017-07-19T20:44:29Z,2017-07-19T20:46:23Z
2017-07-19T21:07:51Z,2017-07-19T21:09:27Z
2017-07-19T22:19:34Z,2017-07-19T22:20:31Z
2017-07-19T23:13:20Z,2017-07-19T23:14:30Z
2017-07-20T06:48:55Z,2017-07-20T06:51:35Z
2017-07-20T06:55:21Z,2017-07-20T06:59:38Z
2017-07-20T08:40:47Z,2017-07-20T08:43:14Z
2017-07-20T08:46:17Z,2017-07-20T08:48:21Z
2017-07-20T08:51:54Z,2017-07-20T09:23:55Z
2017-07-20T11:50:01Z,2017-07-20T11:54:48Z
2017-07-20T12:04:02Z,2017-07-20T12:07:42Z
2017-07-20T12:10:09Z,2017-07-20T12:13:46Z
2017-07-20T12:19:14Z,2017-07-20T12:21:40Z
2017-07-20T14:10:08Z,2017-07-20T14:12:24Z
2017-07-20T14:24:59Z,2017-07-20T14:28:55Z
2017-07-20T14:31:14Z,2017-07-20T14:34:25Z
2017-07-20T19:40:50Z,2017-07-20T19:42:10Z
2017-07-20T21:17:00Z,2017-07-20T21:18:20Z
2017-07-20T21:49:54Z,2017-07-20T21:52:14Z
2017-07-20T21:59:35Z,2017-07-20T22:02:50Z
2017-07-20T22:35:09Z,2017-07-20T22:58:46Z
2017-07-20T23:27:48Z,2017-07-20T23:30:55Z
2017-07-21T00:31:20Z,2017-07-21T00:32:40Z
2017-07-21T01:29:30Z,2017-07-21T01:31:27Z
2017-07-21T01:42:47Z,2017-07-21T01:45:13Z
2017-07-21T01:54:28Z,2017-07-21T01:55:56Z
2017-07-21T02:00:24Z,2017-07-21T02:01:49Z
2017-07-21T02:16:32Z,2017-07-21T02:19:08Z
2017-07-21T04:03:00Z,2017-07-21T04:06:01Z
2017-07-21T05:08:00Z,2017-07-21T05:09:21Z
2017-07-21T06:42:46Z,2017-07-21T06:46:31Z
2017-07-21T06:48:31Z,2017-07-21T06:50:46Z
2017-07-21T06:53:42Z,2017-07-21T06:56:55Z
2017-07-21T08:03:58Z,2017-07-21T08:05:42Z
2017-07-21T09:00:13Z,2017-07-21T09:02:11Z
2017-07-21T09:04:44Z,2017-07-21T09:09:17Z
2017-07-21T09:12:23Z,2017-07-21T09:14:45Z
2017-07-21T09:18:42Z,2017-07-21T09:21:49Z
2017-07-21T09:22:50Z,2017-07-21T09:23:40Z
2017-07-21T09:27:59Z,2017-07-21T09:30:10Z
2017-07-21T09:33:40Z,2017-07-21T09:35:21Z
2017-07-21T10:40:20Z,2017-07-21T10:41:10Z
2017-07-21T10:40:40Z,2017-07-21T10:41:30Z
2017-07-21T16:46:40Z,2017-07-21T16:47:30Z
2017-07-21T16:47:00Z,2017-07-21T16:48:00Z
2017-07-21T17:04:20Z,2017-07-21T17:05:20Z
2017-07-21T17:13:45Z,2017-07-21T17:16:22Z
2017-07-21T22:26:10Z,2017-07-21T22:27:30Z
2017-07-22T02:09:14Z,2017-07-22T02:10:31Z
2017-07-22T02:14:20Z,2017-07-22T02:18:17Z
2017-07-22T09:32:10Z,2017-07-22T09:33:00Z
2017-07-22T10:05:50Z,2017-07-22T10:07:10Z
2017-07-22T10:42:40Z,2017-07-22T10:43:40Z
2017-07-22T11:47:20Z,2017-07-22T11:48:10Z
2017-07-22T17:13:18Z,2017-07-22T17:16:04Z
2017-07-22T17:29:30Z,2017-07-22T17:30:47Z
2017-07-22T18:17:29Z,2017-07-22T18:18:39Z
2017-07-22T18:22:11Z,2017-07-22T18:23:20Z
2017-07-22T19:30:40Z,2017-07-22T19:32:00Z
2017-07-22T19:47:30Z,2017-07-22T19:48:50Z
2017-07-22T21:39:50Z,2017-07-22T21:40:50Z
2017-07-22T21:42:36Z,2017-07-22T21:43:48Z
2017-07-22T22:50:50Z,2017-07-22T22:51:40Z
2017-07-22T22:51:20Z,2017-07-22T22:52:10Z
2017-07-23T00:48:31Z,2017-07-23T00:49:32Z
2017-07-23T00:51:57Z,2017-07-23T00:53:06Z
2017-07-23T00:55:58Z,2017-07-23T00:56:52Z
2017-07-23T01:02:09Z,2017-07-23T01:03:14Z
2017-07-23T03:15:46Z,2017-07-23T03:17:14Z
2017-07-23T09:47:02Z,2017-07-23T09:48:15Z
2017-07-23T12:43:30Z,2017-07-23T12:44:20Z
2017-07-23T12:44:20Z,2017-07-23T12:45:10Z
2017-07-23T12:46:50Z,2017-07-23T12:48:10Z
2017-07-23T15:47:43Z,2017-07-23T15:50:42Z
2017-07-23T18:08:00Z,2017-07-23T18:09:00Z
2017-07-23T18:08:50Z,2017-07-23T18:09:40Z
2017-07-23T18:19:15Z,2017-07-23T18:20:45Z
2017-07-24T00:15:30Z,2017-07-24T00:16:20Z
2017-07-24T11:29:00Z,2017-07-24T11:30:40Z
2017-07-24T17:32:00Z,2017-07-24T17:33:59Z
2017-07-24T19:44:34Z,2017-07-24T19:47:13Z
2017-07-24T20:04:35Z,2017-07-24T20:06:08Z
2017-07-24T20:11:06Z,2017-07-24T20:13:26Z
2017-07-24T20:42:10Z,2017-07-24T20:43:00Z
2017-07-25T06:48:33Z,2017-07-25T06:50:44Z
2017-07-25T06:54:14Z,2017-07-25T06:57:00Z
2017-07-25T07:50:50Z,2017-07-25T07:51:40Z
2017-07-25T09:36:16Z,2017-07-25T09:40:51Z
2017-07-25T13:16:15Z,2017-07-25T13:18:21Z
2017-07-25T14:17:36Z,2017-07-25T14:22:24Z
2017-07-25T17:36:40Z,2017-07-25T17:38:00Z
2017-07-25T19:36:07Z,2017-07-25T19:38:06Z
2017-07-25T23:05:10Z,2017-07-25T23:06:00Z
2017-07-26T04:03:20Z,2017-07-26T04:04:40Z
2017-07-26T05:23:50Z,2017-07-26T05:25:00Z
2017-07-26T05:27:20Z,2017-07-26T05:28:40Z
2017-07-26T07:01:04Z,2017-07-26T07:04:08Z
2017-07-26T07:08:16Z,2017-07-26T07:11:54Z
2017-07-26T08:17:18Z,2017-07-26T08:21:42Z
2017-07-26T08:44:30Z,2017-07-26T08:46:00Z
2017-07-26T10:45:49Z,2017-07-26T10:48:18Z
2017-07-26T11:47:02Z,2017-07-26T11:50:47Z
2017-07-26T13:57:20Z,2017-07-26T13:58:50Z
2017-07-26T14:18:05Z,2017-07-26T14:20:29Z
2017-07-26T21:04:02Z,2017-07-26T21:06:05Z
2017-07-26T22:37:40Z,2017-07-26T22:38:30Z
2017-07-26T23:19:29Z,2017-07-26T23:20:20Z
2017-07-27T00:56:00Z,2017-07-27T00:57:30Z
2017-07-27T02:50:19Z,2017-07-27T02:51:07Z
2017-07-27T06:16:07Z,2017-07-27T06:18:25Z
2017-07-27T06:36:52Z,2017-07-27T06:40:13Z
2017-07-27T08:58:12Z,2017-07-27T09:03:21Z
2017-07-27T09:18:45Z,2017-07-27T09:22:10Z
2017-07-27T14:02:15Z,2017-07-27T14:04:20Z
2017-07-27T14:10:43Z,2017-07-27T14:14:52Z
2017-07-27T14:24:09Z,2017-07-27T14:25:36Z
2017-07-27T18:03:06Z,2017-07-27T18:05:49Z
2017-07-27T18:23:00Z,2017-07-27T18:24:10Z
2017-07-27T19:44:20Z,2017-07-27T19:45:50Z
2017-07-27T23:40:20Z,2017-07-27T23:41:50Z
2017-07-29T00:11:22Z,2017-07-29T00:12:12Z
2017-07-29T08:09:02Z,2017-07-29T08:10:02Z
2017-07-29T08:09:32Z,2017-07-29T08:10:22Z
2017-07-29T08:20:52Z,2017-07-29T08:21:42Z
2017-07-29T12:45:12Z,2017-07-29T12:46:02Z
2017-07-29T14:39:32Z,2017-07-29T14:40:52Z
2017-07-29T18:22:42Z,2017-07-29T18:23:32Z
2017-07-29T21:40:12Z,2017-07-29T21:41:22Z
2017-07-30T05:59:30Z,2017-07-30T06:00:50Z
2017-07-30T10:04:20Z,2017-07-30T10:05:10Z
2017-07-30T12:11:50Z,2017-07-30T12:13:10Z
2017-07-30T12:17:20Z,2017-07-30T12:18:40Z
2017-07-30T13:25:20Z,2017-07-30T13:26:20Z
2017-07-30T13:29:40Z,2017-07-30T13:30:30Z
2017-07-30T13:32:50Z,2017-07-30T13:34:10Z
2017-07-30T13:35:20Z,2017-07-30T13:36:10Z
2017-07-30T13:35:50Z,2017-07-30T13:37:00Z
2017-07-30T13:38:10Z,2017-07-30T13:39:30Z
2017-07-30T13:40:10Z,2017-07-30T13:41:30Z
2017-07-30T13:41:00Z,2017-07-30T13:42:30Z
2017-07-30T13:43:10Z,2017-07-30T13:44:40Z
2017-07-30T13:44:50Z,2017-07-30T13:46:10Z
2017-07-30T13:48:30Z,2017-07-30T13:50:00Z
2017-07-30T13:50:30Z,2017-07-30T13:51:50Z
2017-07-30T13:52:00Z,2017-07-30T13:53:20Z
2017-07-30T13:54:40Z,2017-07-30T13:56:00Z
2017-07-30T13:57:10Z,2017-07-30T13:58:30Z
2017-07-30T15:50:40Z,2017-07-30T15:51:40Z
2017-07-30T16:10:40Z,2017-07-30T16:12:00Z
2017-07-30T16:23:00Z,2017-07-30T16:23:50Z
2017-07-30T16:43:10Z,2017-07-30T16:44:10Z
2017-07-30T17:47:40Z,2017-07-30T17:49:00Z
2017-07-30T17:48:40Z,2017-07-30T17:50:00Z
2017-07-30T20:12:00Z,2017-07-30T20:13:10Z
2017-07-30T20:12:40Z,2017-07-30T20:13:30Z
2017-07-31T03:36:00Z,2017-07-31T03:37:20Z
2017-07-31T08:33:30Z,2017-07-31T08:34:50Z
2017-07-31T11:21:40Z,2017-07-31T11:22:30Z
2017-07-31T19:30:30Z,2017-07-31T19:31:30Z
2017-07-31T19:44:20Z,2017-07-31T19:46:00Z
2017-07-31T21:32:20Z,2017-07-31T21:33:20Z
2017-08-01T00:26:30Z,2017-08-01T00:28:10Z
2017-08-01T03:48:20Z,2017-08-01T03:49:20Z
2017-08-01T04:37:10Z,2017-08-01T04:38:00Z
2017-08-01T04:37:50Z,2017-08-01T04:38:40Z
2017-08-01T06:51:10Z,2017-08-01T06:52:40Z
2017-08-01T08:12:10Z,2017-08-01T08:13:00Z
2017-08-01T08:12:40Z,2017-08-01T08:13:30Z
2017-08-01T08:13:40Z,2017-08-01T08:14:30Z
2017-08-01T10:41:20Z,2017-08-01T10:42:10Z
2017-08-01T12:12:00Z,2017-08-01T12:12:50Z
2017-08-01T15:15:00Z,2017-08-01T15:16:20Z
2017-08-01T15:17:00Z,2017-08-01T15:18:10Z
2017-08-01T15:17:50Z,2017-08-01T15:18:40Z
2017-08-01T15:19:40Z,2017-08-01T15:20:50Z
2017-08-01T15:22:00Z,2017-08-01T15:23:20Z
2017-08-01T15:22:50Z,2017-08-01T15:24:40Z
2017-08-01T15:24:20Z,2017-08-01T15:25:10Z
2017-08-01T15:24:40Z,2017-08-01T15:25:50Z
2017-08-01T15:25:50Z,2017-08-01T15:27:30Z
2017-08-01T15:27:00Z,2017-08-01T15:28:20Z
2017-08-01T15:28:10Z,2017-08-01T15:29:10Z
2017-08-01T15:29:20Z,2017-08-01T15:30:20Z
2017-08-01T16:23:00Z,2017-08-01T16:23:50Z
2017-08-01T16:25:10Z,2017-08-01T16:26:10Z
2017-08-01T17:00:00Z,2017-08-01T17:01:00Z
2017-08-01T17:02:30Z,2017-08-01T17:04:00Z
2017-08-01T17:04:00Z,2017-08-01T17:05:20Z
2017-08-01T17:13:00Z,2017-08-01T17:14:20Z
2017-08-01T17:14:30Z,2017-08-01T17:15:20Z
2017-08-01T17:16:50Z,2017-08-01T17:18:00Z
2017-08-01T17:17:50Z,2017-08-01T17:19:20Z
2017-08-01T17:20:50Z,2017-08-01T17:22:00Z
2017-08-01T17:21:30Z,2017-08-01T17:22:40Z
2017-08-01T17:22:10Z,2017-08-01T17:23:00Z
2017-08-01T17:23:00Z,2017-08-01T17:24:30Z
2017-08-01T17:26:00Z,2017-08-01T17:27:10Z
2017-08-01T17:28:40Z,2017-08-01T17:29:30Z
2017-08-01T17:29:00Z,2017-08-01T17:29:50Z
2017-08-01T17:34:00Z,2017-08-01T17:34:50Z
2017-08-01T17:35:50Z,2017-08-01T17:36:40Z
2017-08-01T17:36:10Z,2017-08-01T17:37:00Z
2017-08-01T17:38:40Z,2017-08-01T17:39:30Z
2017-08-01T18:15:20Z,2017-08-01T18:17:00Z
2017-08-01T20:03:40Z,2017-08-01T20:05:00Z
2017-08-02T09:08:30Z,2017-08-02T09:09:40Z
2017-08-02T09:09:10Z,2017-08-02T09:10:10Z
2017-08-02T10:10:20Z,2017-08-02T10:11:30Z
2017-08-02T14:42:10Z,2017-08-02T14:43:30Z
2017-08-02T15:21:50Z,2017-08-02T15:22:50Z
2017-08-02T19:06:10Z,2017-08-02T19:07:10Z
2017-08-02T21:38:10Z,2017-08-02T21:39:00Z
