tstart,duration,class
2017-06-01T04:38:20,60,
2017-06-01T19:02:40,60,
2017-06-24T05:50:40,60,
2017-06-27T21:01:30,60,
2017-07-13T23:19:10,60,
2017-07-29T21:40:21,60,
